JobCode,Job_Function,Band,Level,Band_Level,SalaryOrgCount,SalaryIncCount,Salary25th,SalaryAvg,Salary50th,Salary75th,Salary_PerfIncentiveOrgCount,Salary_PerfIncentiveIncCount,Salary_PerfIncentive25th,Salary_PerfIncentiveAvg,Salary_PerfIncentive50th,Salary_PerfIncentive75th,PerfIncentive_PctofSalary_OrgCount,PerfIncentive_PctofSalary_IncumbentCount,PerfIncentive_PctOfSalary25th,PerfIncentive_PctOfSalaryAvg,PerfIncentive_PctOfSalary50th,PerfIncentive_PctOfSalary75th,,,,
AGA-O3,AGA,O,3,O3,19,239,35039.02,43427.21,43557.49,49915.51,5,55,36249.80,45081.82,45541.65,52852.25,5,55,4.55930%,5.21300%,5.30530%,6.82020%,,,,
AGA-O4,AGA,O,4,O4,16,223,41210.92,48172.38,48422.87,55668.48,5,55,43257.08,51129.61,50142.81,58589.86,5,55,4.52830%,5.27590%,5.37460%,6.63970%,,,,
AGA-O5,AGA,O,5,O5,13,139,48735.8225,57872.8356,58532.59,65596.7927,,,,,,,,,,,,,,,,
AGA-P1,AGA,P,1,P1,18,146,56595.80,67472.95,66103.25,77261.72,11,85,59173.60,71241.11,70870.65,82850.15,11,85,4.66390%,5.75860%,5.76950%,7.27020%,,,,
AGA-P2,AGA,P,2,P2,18,210,74286.75,87421.47,85576.88,100162.79,11,100,79161.31,95211.50,93688.12,109941.31,11,100,6.05160%,7.81150%,7.90990%,8.90750%,,,,
AGA-P3,AGA,P,3,P3,20,292,93124.47,107510.90,109145.07,108357.87,15,177,98978.81,115907.94,113427.51,119007.00,15,177,6.47900%,8.01560%,8.09250%,10.82350%,,,,
AGA-P4,AGA,P,4,P4,20,235,114154.62,137185.85,137487.66,154197.73,17,162,126470.09,153642.82,152060.30,175147.51,17,162,11.43810%,13.13060%,13.22120%,14.84680%,,,,
AGA-P5,AGA,P,5,P5,16,202,135895.76,156186.38,154827.56,224128.13,14,148,153841.57,187588.93,190196.41,278252.27,14,148,12.99614%,16.43211%,16.38450%,22.01412%,,,,
AGA-T1,AGA,T,1,T1,15,113,46933.50,51916.05,50690.83,64591.16,9,75,48859.12,54445.45,54037.11,67954.07,11,68,4.13222%,5.05720%,4.25385%,5.48682%,,,,
AGA-T2,AGA,T,2,T2,14,169,61724.56,63197.47,61232.03,78907.90,9,78,64757.00,66604.69,66411.54,84868.25,10,90,4.82978%,5.95471%,6.78274%,7.33355%,,,,
AGA-T3,AGA,T,3,T3,18,277,74763.99,77238.98,77022.71,101494.23,12,170,79192.87,83191.39,80679.01,110005.95,13,149,4.93441%,7.12507%,7.01377%,8.07866%,,,,
AGA-T4,AGA,T,4,T4,16,215,89073.31,105294.12,106262.82,128420.27,16,124,98015.52,115858.89,117758.98,143830.91,14,133,9.20711%,9.41303%,9.74785%,12.46445%,,,,
AGA-T5,AGA,T,5,T5,12,197,105390.66,131712.60,128182.70,159781.13,12,130,115495.01,149515.42,145897.15,189756.49,13,115,9.66422%,12.55827%,13.86902%,18.34673%,,,,
AGB-A1,AGB,A,1,A1,69,918,28270.30,33065.79,32586.34,34809.04,15,191,29177.52,34160.68,33060.70,36317.75,14,199,3.30527%,3.63074%,3.80387%,4.43263%,,,,
AGB-A2,AGB,A,2,A2,64,562,34764.50,38590.71,37896.08,43115.40,15,166,36223.87,40500.47,41241.63,45343.25,16,170,4.03992%,4.75019%,4.55041%,4.93004%,,,,
AGB-A3,AGB,A,3,A3,74,722,39726.22,44541.01,43347.31,49275.33,17,189,41188.09,46539.36,46934.94,51814.30,17,190,3.92475%,4.82215%,4.79149%,5.09859%,,,,
AGB-A4,AGB,A,4,A4,52,604,43418.22,54936.50,55013.41,52269.95,17,181,45082.56,57704.42,57762.12,55919.04,16,183,4.10547%,4.84274%,5.07709%,6.96383%,,,,
AGB-A5,AGB,A,5,A5,39,476,46022.00,58133.26,57935.61,54364.67,13,149,48208.59,61234.82,61694.08,58062.26,13,146,4.75023%,5.55409%,5.47554%,7.13465%,,,,
AGB-L1,AGB,L,1,L1,51,701,67890.47,81293.06,82796.98,92742.82,40,487,71935.48,87679.40,87214.70,102733.93,40,487,6.27863%,7.16493%,7.17421%,9.94775%,,,,
AGB-L2,AGB,L,2,L2,58,602,89686.76,104077.26,105898.61,119157.46,51,507,95206.21,113200.53,110732.75,132631.93,51,507,6.50166%,8.37513%,8.53345%,10.94630%,,,,
AGB-L3,AGB,L,3,L3,66,771,97943.13,126452.06,127817.74,123588.65,61,688,107450.93,140999.52,138151.33,140966.60,61,688,9.32885%,12.18900%,12.49492%,13.90980%,,,,
AGB-L4,AGB,L,4,L4,62,758,126682.21,142312.25,141842.62,178040.45,57,570,144156.77,166663.35,164430.06,212000.06,57,570,14.45156%,17.53000%,16.63000%,19.00000%,,,,
AGB-L5,AGB,L,5,L5,29,83,145739.92,184835.84,184669.48,209669.74,28,69,172065.43,221435.96,214482.87,268970.87,28,69,17.55427%,20.33000%,20.67000%,27.06000%,,,,
AGB-O1,AGB,O,1,O1,59,957,22205.48,25405.67,25657.19,27356.22,13,198,22748.62,25985.68,25837.56,27951.46,13,198,2.67900%,3.06100%,3.06620%,3.88320%,,,,
AGB-O2,AGB,O,2,O2,61,578,25299.70,30866.52,31104.19,31206.09,16,155,26267.27,31536.15,30902.28,32276.93,16,155,3.32050%,3.77890%,3.84280%,4.13410%,,,,
AGB-O3,AGB,O,3,O3,63,667,29137.06,32869.14,31804.18,36183.75,18,188,30248.31,34202.90,34206.32,37974.12,18,188,3.37140%,3.99830%,4.05310%,4.34340%,,,,
AGB-O4,AGB,O,4,O4,53,574,32575.59,41680.66,40505.26,40406.87,16,159,33647.19,42803.50,43030.36,42808.17,16,159,3.41630%,4.20260%,4.24840%,5.73320%,,,,
AGB-O5,AGB,O,5,O5,40,399,37089.3391,46256.8757,45595.40,48003.59,10,136,43285.65,54023.68,55006.91,57060.64,12,122,4.07428%,4.95949%,4.62396%,6.77779%,,,,
AGB-P1,AGB,P,1,P1,61,638,43134.53,54231.70,53993.08,57167.77,36,368,44579.13,56571.00,56667.17,60475.58,36,368,3.45370%,4.45980%,4.42230%,5.60510%,,,,
AGB-P2,AGB,P,2,P2,60,715,56158.31,66665.87,67219.20,79239.65,37,444,59441.84,71419.73,69598.53,87281.45,37,444,4.84810%,6.08680%,6.05090%,8.69560%,,,,
AGB-P3,AGB,P,3,P3,65,978,71273.41,80339.83,80845.97,86825.02,50,646,74827.75,85378.21,85096.46,94529.28,50,646,4.85770%,6.26320%,6.27130%,8.95390%,,,,
AGB-P4,AGB,P,4,P4,68,984,87394.55,99363.58,98022.17,115940.33,56,757,94870.90,109847.86,111166.03,132058.24,56,757,8.16290%,10.04420%,10.08540%,14.28180%,,,,
AGB-P5,AGB,P,5,P5,53,623,114739.90,134614.08,133389.10,151195.77,45,441,127170.30,147558.17,147764.75,181499.07,45,441,11.36084%,12.97488%,13.17084%,15.27531%,,,,
AGB-T1,AGB,T,1,T1,58,494,35122.87,48723.57,48007.33,49355.03,35,288,36059.81,50436.42,51162.71,51547.61,30,308,2.81304%,3.62493%,3.68953%,4.82039%,,,,
AGB-T2,AGB,T,2,T2,53,660,40907.18,47418.32,47100.62,66154.56,35,341,42426.14,49687.96,50443.22,70666.14,35,370,3.70540%,4.71058%,5.19228%,7.17039%,,,,
AGB-T3,AGB,T,3,T3,63,824,52569.24,69498.97,68519.04,78835.85,40,496,55211.18,73617.32,71489.78,85330.87,43,611,3.89928%,4.85148%,4.84019%,7.84272%,,,,
AGB-T4,AGB,T,4,T4,54,936,70934.70,73391.13,73706.71,85152.84,44,739,75397.95,79290.66,77474.90,95638.12,44,714,6.29072%,7.54880%,8.23548%,11.85920%,,,,
AGB-T5,AGB,T,5,T5,49,542,93611.40,89940.66,88042.92,120855.19,40,360,102640.17,99651.41,98076.92,136831.84,36,385,9.74498%,10.75473%,9.86918%,11.96378%,,,,
AGC-A1,AGC,A,1,A1,51,753,32576.81,41937.53,42394.65,41204.65,11,134,33592.62,43676.24,44261.51,43150.79,11,162,3.29934%,4.21037%,4.15928%,5.23394%,,,,
AGC-A2,AGC,A,2,A2,51,359,43340.61,49645.22,49397.00,52777.22,12,103,45242.96,52214.57,52183.24,56309.99,14,89,4.25979%,5.09291%,5.20036%,6.63864%,,,,
AGC-A3,AGC,A,3,A3,50,477,46077.70,53776.20,54260.19,57899.04,16,148,48217.36,56563.46,54991.00,62188.90,14,142,4.88592%,5.60090%,5.49520%,7.67633%,,,,
AGC-A4,AGC,A,4,A4,45,512,54674.59,68569.40,69111.09,67081.42,13,134,57445.92,72807.23,72909.16,71493.51,12,121,4.82373%,6.09743%,5.88442%,6.80661%,,,,
AGC-A5,AGC,A,5,A5,36,429,63446.67,74954.17,72623.09,68126.67,10,117,66472.73,79457.69,78543.92,73334.27,9,106,5.28999%,6.62736%,5.86918%,7.89832%,,,,
AGC-L1,AGC,L,1,L1,40,452,81398.35,101889.29,102653.46,105906.22,31,278,87052.16,111346.40,113706.94,118113.14,31,278,7.25709%,8.75084%,8.67474%,11.25537%,,,,
AGC-L2,AGC,L,2,L2,45,502,102486.78,116073.80,112846.95,146036.78,40,353,111034.50,127477.49,128293.34,163572.39,40,353,8.31596%,10.31887%,10.29928%,12.58698%,,,,
AGC-L3,AGC,L,3,L3,52,565,118686.95,149374.98,145043.10,155900.82,48,469,132163.18,171044.42,171899.64,183599.57,48,469,11.09561%,14.28264%,14.38780%,18.16400%,,,,
AGC-L4,AGC,L,4,L4,48,437,171535.34,182776.23,181058.14,197871.94,44,326,201734.87,218533.71,221418.35,248422.39,44,326,17.11424%,20.25000%,21.68000%,27.96000%,,,,
AGC-L5,AGC,L,5,L5,23,56,200323.74,234981.11,231056.92,244221.63,22,46,237124.80,294594.48,300751.50,311802.11,22,46,19.24651%,25.52000%,26.22000%,28.56000%,,,,
AGC-O1,AGC,O,1,O1,46,729,25522.33,32041.12,31935.38,32121.29,10,139,26333.00,33230.79,32642.60,33753.50,10,139,2.73160%,3.54710%,3.56310%,4.46830%,,,,
AGC-O2,AGC,O,2,O2,47,357,31107.59,36464.76,36978.91,39149.57,12,88,32105.03,37503.75,37106.21,41118.41,12,88,3.41250%,4.32460%,4.37130%,5.59260%,,,,
AGC-O3,AGC,O,3,O3,49,493,33945.42,42421.51,42090.63,45103.00,14,126,35503.03,43725.99,43782.83,47443.53,14,126,3.99180%,4.83390%,4.82420%,6.36090%,,,,
AGC-O4,AGC,O,4,O4,41,484,38929.70,47917.16,48271.75,49114.36,12,124,40614.97,50422.75,50538.72,51580.41,12,124,3.92940%,5.00750%,5.01250%,5.58390%,,,,
AGC-O5,AGC,O,5,O5,34,317,47702.0915,55421.754,54191.39,54185.6683,9,105,54444.86,65948.52,66502.49,63812.42,9,86,4.47598%,5.98246%,5.52378%,6.19143%,,,,
AGC-P1,AGC,P,1,P1,47,438,52924.25,64533.12,64552.48,72015.38,28,219,55063.88,68176.20,68871.60,77004.30,28,219,4.27180%,5.42660%,5.45590%,7.65310%,,,,
AGC-P2,AGC,P,2,P2,47,607,71240.73,78615.57,77467.78,92984.97,29,298,75737.50,85116.89,84470.01,101865.83,29,298,5.81380%,7.13700%,7.13200%,8.32600%,,,,
AGC-P3,AGC,P,3,P3,51,569,77117.09,102202.01,101731.88,94712.22,39,415,81578.60,110002.19,107560.14,101648.13,39,415,5.81210%,7.44670%,7.59490%,8.10350%,,,,
AGC-P4,AGC,P,4,P4,53,734,102500.58,116907.22,114604.15,132163.33,44,502,112532.90,130098.89,126521.17,151458.78,44,502,10.34190%,12.37810%,12.33110%,15.31170%,,,,
AGC-P5,AGC,P,5,P5,41,504,125153.50,153658.76,153797.05,179778.73,35,366,141747.20,186507.84,182665.78,216699.29,35,366,12.72505%,15.88243%,15.72995%,17.88993%,,,,
AGC-T1,AGC,T,1,T1,43,348,46124.30,49086.14,50112.04,56007.61,27,213,47728.07,51035.51,50178.12,59516.83,27,201,3.44094%,4.38578%,4.28834%,6.00615%,,,,
AGC-T2,AGC,T,2,T2,39,591,60877.18,60798.58,60756.02,74811.25,28,255,63744.89,64086.76,61856.54,80643.49,25,257,4.58011%,5.41698%,6.30326%,7.40848%,,,,
AGC-T3,AGC,T,3,T3,41,474,61151.65,72237.96,70453.68,80456.53,35,343,64962.32,77299.53,77121.74,86899.38,35,377,5.16754%,6.33714%,6.26503%,6.85394%,,,,
AGC-T4,AGC,T,4,T4,46,652,85965.96,95198.31,95807.58,101564.08,36,405,93768.40,105511.09,106640.06,114634.73,35,465,8.56416%,10.36147%,9.99701%,12.84897%,,,,
AGC-T5,AGC,T,5,T5,35,487,91312.08,125134.36,126836.19,135175.57,28,317,100199.11,143460.58,141208.25,155102.61,31,284,9.92264%,13.82316%,12.93949%,15.17848%,,,,
AGD-A1,AGD,A,1,A1,48,701,32105.84,36745.47,37428.93,41579.37,11,132,33265.79,38110.36,38472.41,43886.91,10,135,3.74974%,3.96378%,4.00177%,5.40804%,,,,
AGD-A2,AGD,A,2,A2,50,439,41345.71,44357.32,45098.09,47728.40,14,94,43064.19,46566.59,46911.19,50852.53,15,93,4.48029%,5.11989%,4.93040%,6.63318%,,,,
AGD-A3,AGD,A,3,A3,52,529,42033.02,51125.70,51979.49,58723.33,16,132,43929.37,53819.75,52205.16,63089.03,16,120,4.62108%,5.75711%,5.30050%,7.06957%,,,,
AGD-A4,AGD,A,4,A4,44,615,50470.46,62987.13,63232.78,64162.35,13,149,52777.34,66607.93,66075.07,69365.91,14,164,4.45668%,5.66743%,5.88501%,7.91683%,,,,
AGD-A5,AGD,A,5,A5,37,549,51955.70,75115.76,73913.91,66410.23,11,112,54757.62,79437.38,77364.06,72439.04,11,140,5.20700%,5.90806%,6.02437%,8.65904%,,,,
AGD-L1,AGD,L,1,L1,41,515,83315.29,92522.27,92688.81,101637.58,33,368,88806.99,100137.76,99456.83,113282.69,33,368,6.42939%,8.20181%,8.18537%,11.70230%,,,,
AGD-L2,AGD,L,2,L2,47,534,95394.04,108391.81,109529.93,138222.73,42,363,102946.80,119423.97,118635.78,153694.64,42,363,8.08833%,9.69241%,9.61487%,11.50393%,,,,
AGD-L3,AGD,L,3,L3,54,710,107126.31,132905.94,131497.13,155905.86,50,539,119478.54,150697.44,151149.53,181491.07,50,539,10.89894%,13.47960%,14.14880%,15.98432%,,,,
AGD-L4,AGD,L,4,L4,51,582,151400.88,174719.69,174125.64,179763.56,46,426,173513.66,211356.57,214611.46,221468.37,46,426,15.46368%,20.02000%,18.99000%,23.30000%,,,,
AGD-L5,AGD,L,5,L5,24,65,179477.16,220002.40,221168.41,213081.14,23,58,217672.37,271951.51,270945.29,271053.78,23,58,21.24738%,23.54000%,24.03000%,29.65000%,,,,
AGD-O1,AGD,O,1,O1,48,719,24555.15,28016.17,27744.41,30329.09,10,122,25254.04,29032.63,28899.08,31672.07,10,122,2.97440%,3.44180%,3.44250%,4.75520%,,,,
AGD-O2,AGD,O,2,O2,49,447,29549.41,33231.03,33865.74,36870.68,13,95,30440.97,34537.30,33445.93,39086.04,13,95,3.54330%,4.10860%,4.08680%,5.80590%,,,,
AGD-O3,AGD,O,3,O3,52,527,32613.69,39571.43,38653.37,42448.35,14,115,33859.59,41916.52,42042.27,45256.79,14,115,3.85820%,4.56540%,4.58910%,6.14270%,,,,
AGD-O4,AGD,O,4,O4,43,542,36075.10,44240.95,43263.22,47255.21,13,151,37694.59,46111.58,46323.69,50400.10,13,151,3.62470%,4.65780%,4.74770%,6.61130%,,,,
AGD-O5,AGD,O,5,O5,28,369,42288.5971,49354.0653,48194.24,56736.6278,9,127,48833.90,56993.42,55545.78,68107.11,11,109,4.15572%,5.54278%,5.33452%,7.30416%,,,,
AGD-P1,AGD,P,1,P1,49,404,46297.23,59072.49,58399.06,66446.20,29,239,48199.34,61815.02,61339.04,70645.90,29,239,4.33750%,5.08560%,5.17150%,6.18560%,,,,
AGD-P2,AGD,P,2,P2,49,547,64016.26,71215.93,70624.84,83851.53,30,270,68305.78,76736.85,76199.70,90586.52,30,270,5.49740%,6.65950%,6.60090%,7.63980%,,,,
AGD-P3,AGD,P,3,P3,53,725,75413.18,94466.47,94192.51,103854.79,41,513,79693.92,101438.32,98841.50,112507.24,41,513,5.62630%,7.09230%,7.15900%,8.42140%,,,,
AGD-P4,AGD,P,4,P4,55,657,93540.33,109662.20,108883.60,131053.37,46,445,102514.72,121070.87,120840.84,148187.57,46,445,9.61240%,11.14220%,11.18570%,13.44530%,,,,
AGD-P5,AGD,P,5,P5,43,511,141714.79,150166.81,146487.73,187156.91,37,377,169268.85,176894.70,170756.45,221136.30,37,377,12.81913%,15.09734%,14.97507%,18.85510%,,,,
AGD-T1,AGD,T,1,T1,39,372,38167.87,47715.28,48359.43,56230.38,28,199,39486.71,49588.86,48641.72,58765.69,28,199,3.33207%,3.85641%,4.37044%,4.80374%,,,,
AGD-T2,AGD,T,2,T2,46,432,55069.48,51296.17,50157.39,64904.74,26,266,57312.06,54069.97,53972.64,68630.28,26,264,4.33635%,5.71851%,5.61341%,6.34256%,,,,
AGD-T3,AGD,T,3,T3,42,565,54699.30,74513.35,73626.64,87453.49,34,467,57528.97,80040.65,77791.51,93916.81,37,443,4.30862%,6.09725%,5.79378%,6.99566%,,,,
AGD-T4,AGD,T,4,T4,44,613,65280.16,85567.93,87210.84,109083.06,42,362,70134.33,93642.78,93586.60,120296.59,45,403,7.47227%,8.57723%,8.62023%,9.89147%,,,,
AGD-T5,AGD,T,5,T5,38,430,94596.89,122571.52,122694.10,133892.31,30,330,105243.55,136308.02,137180.39,153669.66,31,310,11.10667%,11.06062%,12.99667%,14.36374%,,,,
AGE-A1,AGE,A,1,A1,18,268,35919.78,43939.59,43135.49,45257.06,,,,,,,,,,,,,,,,
AGE-A2,AGE,A,2,A2,18,172,45070.50,53828.73,52154.65,55056.89,5,43,47227.58,56809.03,55536.51,59387.13,5,42,5.08663%,5.48780%,5.50877%,8.25638%,,,,
AGE-A3,AGE,A,3,A3,17,188,51447.96,57109.95,57401.21,63870.69,5,57,53771.10,60502.76,59734.38,68955.03,6,49,4.79149%,6.22144%,6.14838%,8.58167%,,,,
AGE-A4,AGE,A,4,A4,15,157,56820.09,68432.14,67946.28,80035.08,,,,,,,,,,,,,,,,
AGE-A5,AGE,A,5,A5,13,119,66896.15,81512.81,80648.77,91677.29,,,,,,,,,,,,,,,,
AGE-L1,AGE,L,1,L1,14,160,89930.81,112482.68,114147.43,112529.00,11,97,97020.43,122499.15,123638.39,127636.30,11,97,7.84322%,9.35503%,9.39997%,12.78086%,,,,
AGE-L2,AGE,L,2,L2,16,187,114390.24,131544.71,131926.19,152310.30,14,154,124136.78,146520.76,143605.00,172656.62,14,154,9.00456%,11.03501%,11.12105%,13.26412%,,,,
AGE-L3,AGE,L,3,L3,19,202,127517.43,160642.26,155148.29,165632.95,17,146,144187.58,187859.14,182317.29,197031.96,17,146,13.39511%,16.12772%,15.72620%,20.01864%,,,,
AGE-L4,AGE,L,4,L4,18,224,180877.17,180943.11,183693.44,198327.48,16,170,214994.85,224787.16,222381.94,250320.93,16,170,19.78637%,23.50000%,22.64000%,25.02000%,,,,
AGE-L5,AGE,L,5,L5,8,18,225092.97,245715.65,246821.37,244461.92,8,17,275271.54,309102.22,308607.66,325314.46,8,17,22.47669%,27.54000%,27.90000%,35.86000%,,,,
AGE-O1,AGE,O,1,O1,17,276,27944.61,34752.15,34488.04,37276.08,,,,,,,,,,,,,,,,
AGE-O2,AGE,O,2,O2,17,167,32825.58,39973.21,39769.35,40851.78,5,43,33789.83,41543.98,40708.94,42909.55,5,43,4.15140%,4.73360%,4.82400%,6.78990%,,,,
AGE-O3,AGE,O,3,O3,18,199,38761.44,44465.28,45292.34,50116.37,5,50,39770.00,46207.19,46322.71,54449.89,5,50,3.97120%,5.09390%,5.14130%,7.27100%,,,,
AGE-O4,AGE,O,4,O4,15,166,44362.67,52138.30,50777.49,56768.05,,,,,,,,,,,,,,,,
AGE-O5,AGE,O,5,O5,12,118,51209.9103,63627.7744,63074.21,64807.7949,,,,,,,,,,,,,,,,
AGE-P1,AGE,P,1,P1,17,169,56619.75,65814.44,67038.59,76403.52,10,84,59444.67,69413.42,67976.57,82506.31,10,84,5.00480%,5.74470%,5.72520%,7.62320%,,,,
AGE-P2,AGE,P,2,P2,17,182,78978.75,84411.95,85559.95,99534.96,11,93,85066.51,91550.06,92355.70,111273.05,11,93,6.59970%,8.01030%,8.17050%,10.23640%,,,,
AGE-P3,AGE,P,3,P3,19,282,85080.67,96205.95,96581.15,115575.09,14,201,90756.14,104445.54,104497.76,128162.21,14,201,6.74830%,8.48730%,8.44830%,10.35450%,,,,
AGE-P4,AGE,P,4,P4,19,214,116894.26,132138.34,132270.48,147057.81,16,170,130522.33,148376.08,143791.26,169787.50,16,170,11.56020%,13.48600%,13.54530%,16.72940%,,,,
AGE-P5,AGE,P,5,P5,15,190,139495.47,176801.16,174909.39,199064.20,13,138,161408.46,206861.81,206096.42,244725.16,13,138,14.92812%,17.12139%,17.01865%,21.71330%,,,,
AGE-T1,AGE,T,1,T1,16,161,51320.44,59586.41,58120.58,65099.76,9,78,53365.87,62122.25,62619.23,68961.00,8,65,3.95830%,4.45674%,4.48226%,6.55824%,,,,
AGE-T2,AGE,T,2,T2,15,170,58562.84,67316.99,67384.31,85923.01,10,75,61633.00,71122.13,70745.19,93387.32,11,87,5.66452%,5.88196%,6.76354%,8.43582%,,,,
AGE-T3,AGE,T,3,T3,19,244,67261.55,80896.78,82142.59,96431.45,14,172,71700.25,86857.52,87630.55,104543.31,12,163,6.02488%,6.25769%,7.41000%,7.90152%,,,,
AGE-T4,AGE,T,4,T4,15,194,90172.64,108637.54,109256.77,118680.07,13,139,98272.73,119889.81,119122.51,134899.52,13,152,8.68598%,10.32158%,9.56183%,13.71297%,,,,
AGE-T5,AGE,T,5,T5,14,175,116589.21,125511.91,125700.18,145916.26,13,122,130671.66,142893.35,141650.18,170669.34,12,125,11.24900%,12.69821%,13.42447%,17.57772%,,,,
AGF-A1,AGF,A,1,A1,42,741,34588.79,43164.47,43479.57,44984.32,9,136,35918.08,45089.92,44792.32,47619.87,9,154,4.15066%,4.70639%,4.63476%,5.60544%,,,,
AGF-A2,AGF,A,2,A2,41,356,45629.70,50835.40,50438.88,57479.75,11,79,47961.83,53706.14,52615.90,62106.21,13,94,4.90545%,5.61066%,5.51380%,7.82506%,,,,
AGF-A3,AGF,A,3,A3,46,446,51707.19,58965.40,57078.51,62345.24,12,140,54290.75,62570.51,60486.91,66336.93,13,121,5.21123%,6.15517%,6.57861%,6.98132%,,,,
AGF-A4,AGF,A,4,A4,44,473,61240.61,68641.11,68881.35,72021.82,10,152,64352.47,73248.64,72237.81,77548.19,12,134,5.30028%,6.64341%,6.70703%,7.37665%,,,,
AGF-A5,AGF,A,5,A5,39,362,62793.95,73553.27,71449.65,86588.79,8,132,66300.42,78590.29,77537.18,92418.65,9,101,5.53647%,6.83036%,7.61711%,7.36551%,,,,
AGF-L1,AGF,L,1,L1,35,407,92482.00,103382.37,102420.92,116589.38,28,298,100123.31,112971.84,111672.67,128370.99,28,298,7.72286%,9.43763%,9.59528%,10.31342%,,,,
AGF-L2,AGF,L,2,L2,40,405,107069.47,124290.96,126702.21,150801.11,36,298,116443.65,139357.81,138786.44,170702.69,36,298,8.76623%,11.08664%,10.97249%,12.60773%,,,,
AGF-L3,AGF,L,3,L3,46,630,118474.33,163021.36,162320.37,167791.57,43,552,133559.63,188658.44,186734.12,200378.34,43,552,12.30936%,15.11436%,15.94608%,17.88676%,,,,
AGF-L4,AGF,L,4,L4,43,439,167877.16,190081.65,189910.57,217765.59,40,326,196211.22,232249.94,226234.66,271498.49,40,326,18.03382%,21.85000%,22.09000%,26.39000%,,,,
AGF-L5,AGF,L,5,L5,20,46,224014.31,234153.84,235184.12,260982.87,20,42,279052.74,295212.77,286858.25,347157.53,20,42,23.56302%,27.53000%,27.13000%,35.03000%,,,,
AGF-O1,AGF,O,1,O1,41,625,26453.81,33966.54,33572.53,37003.66,9,130,27429.36,35738.95,35753.25,39030.21,9,130,3.33400%,3.90080%,3.87930%,4.45350%,,,,
AGF-O2,AGF,O,2,O2,42,314,34411.53,36877.92,35701.51,43257.39,11,84,35825.11,38674.01,39370.14,45199.59,11,84,4.05540%,4.78970%,4.74420%,6.19880%,,,,
AGF-O3,AGF,O,3,O3,44,448,38180.22,43580.24,44338.53,45069.45,12,126,39806.75,45944.54,44717.82,47914.49,12,126,4.35550%,5.23880%,5.29010%,5.87480%,,,,
AGF-O4,AGF,O,4,O4,37,453,42912.40,50519.82,49408.39,53800.14,11,135,44048.46,53364.94,53407.63,57013.18,11,135,4.52370%,5.28530%,5.34770%,6.10660%,,,,
AGF-O5,AGF,O,5,O5,31,291,47673.7642,56394.0703,57527.59,65428.7469,8,101,56108.76,67286.40,65025.58,76643.05,8,103,4.92043%,6.18644%,6.22419%,7.04335%,,,,
AGF-P1,AGF,P,1,P1,42,442,55938.88,66609.25,64531.04,78362.09,25,209,58431.62,70146.41,68063.06,84473.11,25,209,4.86430%,5.61700%,5.57660%,7.78520%,,,,
AGF-P2,AGF,P,2,P2,42,535,77526.46,80541.81,80896.20,97749.34,26,290,83413.58,87833.75,84996.72,108317.18,26,290,6.51600%,7.84590%,7.97220%,9.67950%,,,,
AGF-P3,AGF,P,3,P3,46,625,81404.81,102914.30,102924.59,120063.54,35,457,86820.29,110520.88,111825.03,132212.30,35,457,6.47890%,8.05930%,8.12060%,9.80580%,,,,
AGF-P4,AGF,P,4,P4,47,517,112838.64,127492.85,126230.67,154709.81,39,413,124608.32,142470.67,139136.86,180992.26,39,413,10.94840%,13.00130%,13.18590%,17.47760%,,,,
AGF-P5,AGF,P,5,P5,37,377,149453.97,163631.38,159409.69,188919.27,31,257,169284.68,204170.93,200679.60,245527.04,31,257,14.62683%,16.97045%,16.82115%,22.00556%,,,,
AGF-T1,AGF,T,1,T1,39,391,45213.08,61505.92,60060.53,67174.21,22,200,46802.95,64321.07,65485.28,72020.82,23,177,3.83258%,4.43855%,4.64921%,6.94751%,,,,
AGF-T2,AGF,T,2,T2,40,496,57088.01,65166.71,62964.08,83766.21,24,261,60555.31,69187.86,69139.43,89981.89,21,228,5.79598%,6.13863%,6.55953%,7.68940%,,,,
AGF-T3,AGF,T,3,T3,43,549,68000.56,70813.60,71925.37,95988.53,30,364,72153.16,75946.25,75938.66,104872.10,33,416,5.11963%,6.23870%,6.22850%,8.03487%,,,,
AGF-T4,AGF,T,4,T4,37,403,83951.78,102661.64,100741.87,119226.73,38,378,91150.95,113855.97,115301.94,135711.95,37,374,8.22629%,10.08454%,10.96789%,13.09250%,,,,
AGF-T5,AGF,T,5,T5,33,297,115893.62,137098.21,133122.36,162897.64,26,253,128711.98,157995.34,156620.78,193491.49,29,209,10.64263%,13.81822%,13.73796%,17.19607%,,,,
AGG-A1,AGG,A,1,A1,43,614,25765.52,31436.21,30442.82,34818.47,8,130,26515.70,32514.29,33002.00,36553.66,8,112,2.80687%,3.50192%,3.47057%,4.84968%,,,,
AGG-A2,AGG,A,2,A2,47,408,33883.92,37080.25,35967.84,41548.81,10,100,35243.27,38636.88,38150.05,43765.34,10,115,3.89494%,4.49369%,4.36525%,5.30137%,,,,
AGG-A3,AGG,A,3,A3,43,512,38644.80,43837.00,42346.54,49458.33,14,139,40130.55,45772.04,46682.90,52509.67,12,123,3.84271%,4.67455%,4.87536%,6.01142%,,,,
AGG-A4,AGG,A,4,A4,41,401,42771.08,57056.25,57375.76,55232.50,11,107,44384.72,59845.03,60443.48,58551.57,10,126,3.86631%,4.95116%,4.78975%,6.16272%,,,,
